,team1,team2,score1,score2,time_completed,round_info,tournament_name,match_page,tournament_icon
8,Pho Real,Knights Academy,18,16,3w 5d ago,Group Stage-Round 2,Rival 1,/51746/pho-real-vs-knights-academy-rival-1-r2,https://owcdn.net/img/619ad2f907214.png
9,Bait Academy,Betrayed's Fantasy Team,9,13,3w 5d ago,Group Stage-Round 2,Rival 1,/51747/bait-academy-vs-betrayeds-fantasy-team-rival-1-r2,https://owcdn.net/img/619ad2f907214.png
10,The Mafia,Spectral Esports Blue,13,8,3w 5d ago,Group Stage-Round 2,Rival 1,/51749/the-mafia-vs-spectral-esports-blue-rival-1-r2,https://owcdn.net/img/619ad2f907214.png
11,Teal Seam,Lenny Time,13,11,3w 5d ago,Group Stage-Round 2,Rival 1,/51752/teal-seam-vs-lenny-time-rival-1-r2,https://owcdn.net/img/619ad2f907214.png
12,Cosmic Divide,The Guard,13,3,3w 5d ago,Group Stage-Round 2,Rival 1,/51754/cosmic-divide-vs-the-guard-rival-1-r2,https://owcdn.net/img/619ad2f907214.png
13,Evil Geniuses,FLICKBAITERS,13,5,3w 5d ago,Group Stage-Round 1,Rival 1,/51724/evil-geniuses-vs-flickbaiters-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
14,TSM Academy,Zero MarksMen Black,9,13,3w 5d ago,Group Stage-Round 1,Rival 1,/51725/tsm-academy-vs-zero-marksmen-black-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
15,ex-Serenity Black,Renegades,1,13,3w 5d ago,Group Stage-Round 1,Rival 1,/51727/ex-serenity-black-vs-renegades-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
16,Soniqs,Knights Academy,13,3,3w 5d ago,Group Stage-Round 1,Rival 1,/51729/soniqs-vs-knights-academy-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
17,The Mafia,Actually Homeless,13,4,3w 5d ago,Group Stage-Round 1,Rival 1,/51733/the-mafia-vs-actually-homeless-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
18,Ranked Demons,Teal Seam,6,13,3w 5d ago,Group Stage-Round 1,Rival 1,/51735/ranked-demons-vs-teal-seam-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
19,Resonate,Cosmic Divide,13,10,3w 5d ago,Group Stage-Round 1,Rival 1,/51737/resonate-vs-cosmic-divide-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
20,The Guard,Team Volted,13,4,3w 5d ago,Group Stage-Round 1,Rival 1,/51738/the-guard-vs-team-volted-rival-1-r1,https://owcdn.net/img/619ad2f907214.png
21,UCAM Esports Club,AXIBYTE ESPORTS,2,0,3w 5d ago,Playoffs-Grand Finals,Fragleague Cup #5 - Nordic,/53316/ucam-esports-club-vs-axibyte-esports-fragleague-cup-nordic-playoff-gf,https://owcdn.net/img/60d2def036f6a.png
22,GiefKalash,FuelCore,1,2,3w 5d ago,Playoffs-Consolation Finals,Fragleague Cup #5 - Nordic,/53318/giefkalash-vs-fuelcore-fragleague-cup-nordic-playoff-cf,https://owcdn.net/img/60d2def036f6a.png
23,BIG,IVY,2,0,3w 5d ago,Main Event-Grand Final,FEL Valorant Cup #3,/49964/big-vs-ivy-fel-valorant-cup-3-gf,https://owcdn.net/img/60218d1699e4f.png
24,AXIBYTE ESPORTS,FuelCore,13,7,3w 5d ago,Playoffs-Semifinals,Fragleague Cup #5 - Nordic,/53313/axibyte-esports-vs-fuelcore-fragleague-cup-nordic-playoff-sf,https://owcdn.net/img/60d2def036f6a.png
25,Regnum Carya Esports,Fire Flux Esports,1,2,3w 5d ago,Playoffs-Upper Semifinals,Open Fire Last Call,/51822/regnum-carya-esports-vs-fire-flux-esports-open-fire-last-call-ubsf,https://owcdn.net/img/60faced0e30b5.png
26,CGN Esports,Ovation eSports,2,0,3w 5d ago,Playoffs-Semifinals,Kingdom Calling #5,/52406/cgn-esports-vs-ovation-esports-kingdom-calling-5-playoffs-sf,https://owcdn.net/img/609016936f908.png
27,UCAM Esports Club,GiefKalash,13,4,3w 5d ago,Playoffs-Semifinals,Fragleague Cup #5 - Nordic,/53312/ucam-esports-club-vs-giefkalash-fragleague-cup-nordic-playoff-sf,https://owcdn.net/img/60d2def036f6a.png
28,IVY,unjobbed,2,1,3w 5d ago,Main Event-Lower Final,FEL Valorant Cup #3,/49970/ivy-vs-unjobbed-fel-valorant-cup-3-lbf,https://owcdn.net/img/60218d1699e4f.png
29,BIG,SENTHEX,2,0,3w 5d ago,Playoffs-Semifinals,Kingdom Calling #5,/52405/big-vs-senthex-kingdom-calling-5-playoffs-sf,https://owcdn.net/img/609016936f908.png
30,Thunderbolts Gaming,Futbolist,1,2,3w 6d ago,Playoffs-Upper Semifinals,Open Fire Last Call,/51821/thunderbolts-gaming-vs-futbolist-open-fire-last-call-ubsf,https://owcdn.net/img/60faced0e30b5.png
31,Enigma Gaming,Exceeli Esports,2,0,3w 6d ago,Playoffs-Lower Final,WD Black Cup - Season 2,/51553/enigma-gaming-vs-exceeli-esports-wd-black-cup-season-2-lbf,https://owcdn.net/img/619b487358c12.png
32,Kafalar eSports,Besiktas Esports,2,0,3w 6d ago,Playoffs-Lower Round 1,Open Fire Last Call,/51826/kafalar-esports-vs-besiktas-esports-open-fire-last-call-lr1,https://owcdn.net/img/60faced0e30b5.png
33,Galakticos,1907 Fenerbahçe Esports,2,1,4w 0d ago,Playoffs-Lower Round 1,Open Fire Last Call,/51825/galakticos-vs-1907-fenerbah-e-esports-open-fire-last-call-lr1,https://owcdn.net/img/60faced0e30b5.png
34,Velocity Gaming,Enigma Gaming,2,1,4w 0d ago,Playoffs-Upper Final,WD Black Cup - Season 2,/51546/velocity-gaming-vs-enigma-gaming-wd-black-cup-season-2-ubf,https://owcdn.net/img/619b487358c12.png
35,Paper Rex,Alter Ego,2,0,4w 0d ago,Main Event-Upper Bracket Final,The Esports Club Showdown,/51013/paper-rex-vs-alter-ego-the-esports-club-showdown-ubf,https://owcdn.net/img/6191fb758b6a0.png
36,Exceeli Esports,True Rippers,2,0,4w 0d ago,Playoffs-Lower Round 3,WD Black Cup - Season 2,/51552/exceeli-esports-vs-true-rippers-wd-black-cup-season-2-lr3,https://owcdn.net/img/619b487358c12.png
37,Nerdnecks,Team Bliss,2,0,4w 0d ago,Playoffs-Lower Bracket Final,AEN Spring Series,/51366/nerdnecks-vs-team-bliss-aen-spring-series-lbf,https://owcdn.net/img/616d0213e0ee4.png
38,Velocity Gaming,Louvre,0,2,4w 0d ago,Main Event-Lower Bracket Round 4,The Esports Club Showdown,/51020/velocity-gaming-vs-louvre-the-esports-club-showdown-lbr4,https://owcdn.net/img/6191fb758b6a0.png
39,FuelCore,unjobbed,0,2,4w 0d ago,Main Event-Lower Round 3,FEL Valorant Cup #3,/49969/fuelcore-vs-unjobbed-fel-valorant-cup-3-lr3,https://owcdn.net/img/60218d1699e4f.png
40,Fire Flux Esports,Besiktas Esports,2,0,4w 0d ago,Playoffs-Upper Quarterfinals,Open Fire Last Call,/51820/fire-flux-esports-vs-besiktas-esports-open-fire-last-call-ubqf,https://owcdn.net/img/60faced0e30b5.png
41,IVY,BIG,0,2,4w 0d ago,Main Event-Upper Final,FEL Valorant Cup #3,/49963/ivy-vs-big-fel-valorant-cup-3-ubf,https://owcdn.net/img/60218d1699e4f.png
42,Regnum Carya Esports,Kafalar eSports,2,0,4w 1d ago,Playoffs-Upper Quarterfinals,Open Fire Last Call,/51819/regnum-carya-esports-vs-kafalar-esports-open-fire-last-call-ubqf,https://owcdn.net/img/60faced0e30b5.png
43,Exceeli Esports,ROG Academy,2,0,4w 1d ago,Playoffs-Lower Round 2,WD Black Cup - Season 2,/51550/exceeli-esports-vs-rog-academy-wd-black-cup-season-2-lr2,https://owcdn.net/img/619b487358c12.png
44,Louvre,Global Esports,2,1,4w 1d ago,Main Event-Lower Bracket Round 3,The Esports Club Showdown,/51019/louvre-vs-global-esports-the-esports-club-showdown-lbr3,https://owcdn.net/img/6191fb758b6a0.png
45,Bleed eSports,Velocity Gaming,0,2,4w 1d ago,Main Event-Lower Bracket Round 3,The Esports Club Showdown,/51018/bleed-esports-vs-velocity-gaming-the-esports-club-showdown-lbr3,https://owcdn.net/img/6191fb758b6a0.png
46,True Rippers,S8UL Esports,2,0,4w 1d ago,Playoffs-Lower Round 2,WD Black Cup - Season 2,/51551/true-rippers-vs-s8ul-esports-wd-black-cup-season-2-lr2,https://owcdn.net/img/619b487358c12.png
47,Akrew,Knights,2,1,4w 1d ago,Playoffs-Grand Final,Nerd Street Gamers Winter Championship: Open 6,/51675/akrew-vs-knights-nerd-street-gamers-winter-championship-open-6-gf,https://owcdn.net/img/61679a1bab823.png
48,Akrew,Team Basilisk,2,0,4w 1d ago,Playoffs-Semifinals,Nerd Street Gamers Winter Championship: Open 6,/51673/akrew-vs-team-basilisk-nerd-street-gamers-winter-championship-open-6-sf,https://owcdn.net/img/61679a1bab823.png
49,Knights,TSM Academy,2,0,4w 1d ago,Playoffs-Semifinals,Nerd Street Gamers Winter Championship: Open 6,/51674/knights-vs-tsm-academy-nerd-street-gamers-winter-championship-open-6-sf,https://owcdn.net/img/61679a1bab823.png
0,Akrew,YFP Gaming,2,1,4w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship: Open 6,/51669/akrew-vs-yfp-gaming-nerd-street-gamers-winter-championship-open-6-qf,https://owcdn.net/img/61679a1bab823.png
1,FLICKBAITERS,Team Basilisk,1,2,4w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship: Open 6,/51670/flickbaiters-vs-team-basilisk-nerd-street-gamers-winter-championship-open-6-qf,https://owcdn.net/img/61679a1bab823.png
2,Nemesis,Knights,0,2,4w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship: Open 6,/51671/nemesis-vs-knights-nerd-street-gamers-winter-championship-open-6-qf,https://owcdn.net/img/61679a1bab823.png
3,Radiance,TSM Academy,0,2,4w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship: Open 6,/51672/radiance-vs-tsm-academy-nerd-street-gamers-winter-championship-open-6-qf,https://owcdn.net/img/61679a1bab823.png
4,SAW,UCAM Esports Club,15,13,4w 1d ago,Group Stage-Decider (B),GameGune 24,/51565/saw-vs-ucam-esports-club-gamegune-24-decider-b,https://owcdn.net/img/61992f2130d5f.png
5,Futbolist,1907 Fenerbahçe Esports,2,0,4w 1d ago,Playoffs-Upper Quarterfinals,Open Fire Last Call,/51817/futbolist-vs-1907-fenerbah-e-esports-open-fire-last-call-ubqf,https://owcdn.net/img/60faced0e30b5.png
6,19esports,SAW,13,8,4w 1d ago,Group Stage-Winner's (B),GameGune 24,/51563/19esports-vs-saw-gamegune-24-winners-b,https://owcdn.net/img/61992f2130d5f.png
7,Zeta Gaming,UCAM Esports Club,5,13,4w 1d ago,Group Stage-Elimination (B),GameGune 24,/51564/zeta-gaming-vs-ucam-esports-club-gamegune-24-elim-b,https://owcdn.net/img/61992f2130d5f.png
8,19esports,Zeta Gaming,13,5,4w 1d ago,Group Stage-Opening (B),GameGune 24,/51561/19esports-vs-zeta-gaming-gamegune-24-opening-b,https://owcdn.net/img/61992f2130d5f.png
9,UCAM Esports Club,SAW,10,13,4w 1d ago,Group Stage-Opening (B),GameGune 24,/51562/ucam-esports-club-vs-saw-gamegune-24-opening-b,https://owcdn.net/img/61992f2130d5f.png
10,Galakticos,Thunderbolts Gaming,1,2,4w 2d ago,Playoffs-Upper Quarterfinals,Open Fire Last Call,/51816/galakticos-vs-thunderbolts-gaming-open-fire-last-call-ubqf,https://owcdn.net/img/60faced0e30b5.png
11,God Particles,S8UL Esports,1,2,4w 2d ago,Playoffs-Lower Round 1,WD Black Cup - Season 2,/51549/god-particles-vs-s8ul-esports-wd-black-cup-season-2-lr1,https://owcdn.net/img/619b487358c12.png
12,Velocity Gaming,Team Exploit,2,0,4w 2d ago,Main Event-Lower Bracket Round 2,The Esports Club Showdown,/51016/velocity-gaming-vs-team-exploit-the-esports-club-showdown-lbr2,https://owcdn.net/img/6191fb758b6a0.png
13,Enigma Gaming,Exceeli Esports,2,0,4w 2d ago,Playoffs-Upper Semifinals,WD Black Cup - Season 2,/51545/enigma-gaming-vs-exceeli-esports-wd-black-cup-season-2-ubsf,https://owcdn.net/img/619b487358c12.png
14,Nebula,HERO Esports,0,2,4w 2d ago,Group Stage-Round 6,LPL Spring Cup Legends 2021,/50289/nebula-vs-hero-esports-lpl-spring-cup-legends-2021-r6,https://owcdn.net/img/5f471342b2dff.png
15,Velocity Gaming,True Rippers,2,0,4w 2d ago,Playoffs-Upper Semifinals,WD Black Cup - Season 2,/51544/velocity-gaming-vs-true-rippers-wd-black-cup-season-2-ubsf,https://owcdn.net/img/619b487358c12.png
16,Nation Fan Club,Legacy Esports,0,2,4w 2d ago,Group Stage-Round 6,LPL Spring Cup Legends 2021,/50288/nation-fan-club-vs-legacy-esports-lpl-spring-cup-legends-2021-r6,https://owcdn.net/img/5f471342b2dff.png
17,Global Esports,Enigma Gaming,2,1,4w 2d ago,Main Event-Lower Bracket Round 2,The Esports Club Showdown,/51017/global-esports-vs-enigma-gaming-the-esports-club-showdown-lbr2,https://owcdn.net/img/6191fb758b6a0.png
18,ROG Academy,VLT Asteria,2,1,4w 2d ago,Playoffs-Lower Round 1,WD Black Cup - Season 2,/51548/rog-academy-vs-vlt-asteria-wd-black-cup-season-2-lr1,https://owcdn.net/img/619b487358c12.png
19,Akrew,Elmerz Glue,2,0,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51661/akrew-vs-elmerz-glue-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
20,DarkZero Esports,YFP Gaming, 0,2,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51662/darkzero-esports-vs-yfp-gaming-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
21,Dallas Vendetta,FLICKBAITERS,0,2,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51663/dallas-vendetta-vs-flickbaiters-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
22,Team Basilisk,Knights Academy,2,0,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51664/team-basilisk-vs-knights-academy-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
23,Nemesis,Built By Gamers Academy,2,1,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51665/nemesis-vs-built-by-gamers-academy-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
24,Knights,Soniqs,2,0,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51666/knights-vs-soniqs-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
25,Radiance,Team Volted,2,0,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51667/radiance-vs-team-volted-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
26,Team Reckaroo,TSM Academy,1,2,1mo ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship: Open 6,/51668/team-reckaroo-vs-tsm-academy-nerd-street-gamers-winter-championship-open-6-ro16,https://owcdn.net/img/61679a1bab823.png
27,Team Basilisk,TSM Academy,13,11,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51894/team-basilisk-vs-tsm-academy-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
28,DarkZero Esports,Spectral Esports Blue, 13,9,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51899/darkzero-esports-vs-spectral-esports-blue-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
29,Border Monsters,Team Volted,7,13,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51903/border-monsters-vs-team-volted-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
30,Soniqs,Team Reckaroo,11,13,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51897/soniqs-vs-team-reckaroo-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
31,Spectral Esports Purple,Knights Academy,1,13,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51900/spectral-esports-purple-vs-knights-academy-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
32,Kowareta,Radiance,10,13,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51901/kowareta-vs-radiance-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
33,YFP Gaming,Pho Real,13,6,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51905/yfp-gaming-vs-pho-real-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
34,Cloud9 White,Built By Gamers Academy, 11,13,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51906/cloud9-white-vs-built-by-gamers-academy-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
35,Akrew,IlluZion,13,3,1mo ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship: Open 6,/51907/akrew-vs-illuzion-nerd-street-gamers-winter-championship-open-6-r3,https://owcdn.net/img/61679a1bab823.png
36,FLu Esports,TSM Academy,7,13,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51879/flu-esports-vs-tsm-academy-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
37,Elmerz Glue,DarkZero Esports,13, 11,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51882/elmerz-glue-vs-darkzero-esports-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
38,FLICKBAITERS,Knights,5,13,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51877/flickbaiters-vs-knights-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
39,Rock Bottom,Soniqs,10,13,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51880/rock-bottom-vs-soniqs-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
40,Radiance,Knights Academy,13,3,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51885/radiance-vs-knights-academy-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
41,Dallas Vendetta,Border Monsters,13,9,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51886/dallas-vendetta-vs-border-monsters-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
42,Nemesis,YFP Gaming,13,9,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51888/nemesis-vs-yfp-gaming-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
43,Cloud9 White,Akrew, 5,13,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51890/cloud9-white-vs-akrew-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
44,IlluZion,Built By Gamers Academy,7,13,1mo ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship: Open 6,/51891/illuzion-vs-built-by-gamers-academy-nerd-street-gamers-winter-championship-open-6-r2,https://owcdn.net/img/61679a1bab823.png
45,TSM Academy,Third Impact,13,8,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51863/tsm-academy-vs-third-impact-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
46,Time Out,Soniqs,4,13,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51865/time-out-vs-soniqs-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
47,ex-Limit,DarkZero Esports,11, 13,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51867/limit-vs-darkzero-esports-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
48,Spectral Esports Purple,Radiance,3,13,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51868/spectral-esports-purple-vs-radiance-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
49,Knights Academy,Kowareta,13,7,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51869/knights-academy-vs-kowareta-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
0,Clemson Esports,Border Monsters,3,13,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51871/clemson-esports-vs-border-monsters-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
1,Up Next,YFP Gaming,3,13,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51873/up-next-vs-yfp-gaming-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
2,Cloud9 White,IlluZion, 13,1,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51874/cloud9-white-vs-illuzion-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
3,Built By Gamers Academy,Akrew,2,13,1mo ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship: Open 6,/51875/built-by-gamers-academy-vs-akrew-nerd-street-gamers-winter-championship-open-6-r1,https://owcdn.net/img/61679a1bab823.png
4,Case Esports,KPI Gaming,5,13,1mo ago,Group Stage-Decider (A),GameGune 24,/51560/case-esports-vs-kpi-gaming-gamegune-24-decider-a,https://owcdn.net/img/61992f2130d5f.png
5,Einheit,Case Esports,13,9,1mo ago,Group Stage-Winner's (A),GameGune 24,/51558/einheit-vs-case-esports-gamegune-24-winners-a,https://owcdn.net/img/61992f2130d5f.png
6,Movistar Riders,KPI Gaming,7,13,1mo ago,Group Stage-Elimination (A),GameGune 24,/51559/movistar-riders-vs-kpi-gaming-gamegune-24-elim-a,https://owcdn.net/img/61992f2130d5f.png
7,Natus Vincere,FuelCore,0,2,1mo ago,Main Event-Lower Round 2,FEL Valorant Cup #3,/49968/natus-vincere-vs-fuelcore-fel-valorant-cup-3-lr2,https://owcdn.net/img/60218d1699e4f.png
8,Movistar Riders,Einheit,5,13,1mo ago,Group Stage-Opening (A),GameGune 24,/51556/movistar-riders-vs-einheit-gamegune-24-opening-a,https://owcdn.net/img/61992f2130d5f.png
